total_score	interface_delta_X	description
-1171.628	-11.772	47885_37346_water_0090
-1180.713	-10.992	47885_37346_water_0088
-1169.405	-10.849	47885_37346_water_0014
-1177.188	-10.093	47885_37346_water_0065
-1175.297	-9.853	47885_37346_water_0049
-1178.054	-9.652	47885_37346_water_0050
-951.478	-9.082	47885_37346_water_0067
-1176.836	-8.847	47885_37346_water_0073
-1168.655	-8.829	47885_37346_water_0035
-1181.152	-8.643	47885_37346_water_0085
-1174.693	-8.607	47885_37346_water_0007
-1172.030	-8.390	47885_37346_water_0023
-1172.487	-8.335	47885_37346_water_0079
-1179.772	-8.275	47885_37346_water_0041
-1175.849	-8.080	47885_37346_water_0094
-1173.788	-7.971	47885_37346_water_0083
-1176.965	-7.759	47885_37346_water_0053
-1175.636	-7.603	47885_37346_water_0003
-1172.489	-7.498	47885_37346_water_0099
-1177.039	-7.462	47885_37346_water_0019
-1181.150	-7.439	47885_37346_water_0005
-1176.009	-7.438	47885_37346_water_0075
-1174.642	-7.410	47885_37346_water_0004
-1176.130	-7.384	47885_37346_water_0032
-1171.680	-7.227	47885_37346_water_0057
-1177.311	-7.199	47885_37346_water_0055
-1169.729	-7.149	47885_37346_water_0092
-1173.716	-6.790	47885_37346_water_0061
-1171.219	-6.701	47885_37346_water_0015
-1175.410	-6.652	47885_37346_water_0021
-1174.439	-6.632	47885_37346_water_0086
-1170.432	-6.587	47885_37346_water_0076
-1179.684	-6.460	47885_37346_water_0093
-1168.717	-6.434	47885_37346_water_0078
-1181.238	-6.319	47885_37346_water_0016
-1178.995	-6.260	47885_37346_water_0045
-1178.632	-5.998	47885_37346_water_0028
-1169.566	-5.835	47885_37346_water_0064
-1170.729	-5.813	47885_37346_water_0025
-1174.088	-5.652	47885_37346_water_0012
-1171.100	-5.132	47885_37346_water_0043
-1178.163	-5.110	47885_37346_water_0071
-1168.004	-4.857	47885_37346_water_0001
-1169.486	-4.663	47885_37346_water_0038
-1095.265	-4.512	47885_37346_water_0027
-1169.009	-4.460	47885_37346_water_0087
-1175.541	-4.067	47885_37346_water_0060
-1172.383	-3.273	47885_37346_water_0051
-1153.635	-3.047	47885_37346_water_0026
-1173.036	-2.934	47885_37346_water_0062
-1173.701	-2.851	47885_37346_water_0095
-1171.638	-2.553	47885_37346_water_0084
-1167.162	-2.235	47885_37346_water_0054
-1175.820	-2.128	47885_37346_water_0096
-1160.894	-2.127	47885_37346_water_0069
-1166.413	-2.014	47885_37346_water_0037
-1171.205	-1.655	47885_37346_water_0074
-1167.763	-1.525	47885_37346_water_0052
-1164.155	-1.489	47885_37346_water_0017
-1151.987	-1.203	47885_37346_water_0020
-1166.685	-0.958	47885_37346_water_0048
-1169.384	-0.885	47885_37346_water_0047
-1152.361	-0.801	47885_37346_water_0089
-1159.317	-0.765	47885_37346_water_0077
-1160.008	-0.616	47885_37346_water_0024
-1169.192	-0.597	47885_37346_water_0006
-1158.244	-0.544	47885_37346_water_0013
-1164.648	-0.472	47885_37346_water_0018
-1160.758	0.355	47885_37346_water_0008
-1144.629	0.892	47885_37346_water_0031
-1133.610	0.965	47885_37346_water_0082
-1160.848	0.965	47885_37346_water_0022
-1160.723	1.421	47885_37346_water_0042
-1150.916	1.849	47885_37346_water_0039
-1162.140	2.244	47885_37346_water_0097
-1152.346	3.122	47885_37346_water_0066
-1163.797	3.191	47885_37346_water_0029
-1162.532	3.291	47885_37346_water_0036
-1155.644	4.250	47885_37346_water_0059
-1131.820	4.434	47885_37346_water_0100
-1157.584	4.714	47885_37346_water_0068
-1138.152	4.715	47885_37346_water_0072
-1154.808	5.870	47885_37346_water_0033
-1136.200	6.280	47885_37346_water_0056
-1148.470	6.818	47885_37346_water_0081
-1128.162	7.051	47885_37346_water_0080
-1153.090	7.472	47885_37346_water_0034
-1154.040	8.719	47885_37346_water_0040
-1145.065	8.846	47885_37346_water_0030
-1104.549	13.949	47885_37346_water_0098
-1091.748	16.022	47885_37346_water_0002
-1126.004	16.310	47885_37346_water_0011
-1129.858	16.863	47885_37346_water_0063
-1091.582	18.163	47885_37346_water_0044
-1085.687	21.943	47885_37346_water_0009
-1070.456	26.848	47885_37346_water_0058
-1080.344	29.771	47885_37346_water_0010
-1071.872	34.299	47885_37346_water_0070
-1024.862	52.263	47885_37346_water_0046
-935.174	81.897	47885_37346_water_0091
