total_score	interface_delta_X	description
-1179.730	-13.131	47907_37301_water_0017
-1176.257	-12.392	47907_37301_water_0012
-1176.638	-11.409	47907_37301_water_0007
-1170.917	-10.955	47907_37301_water_0037
-1177.684	-10.756	47907_37301_water_0022
-1176.851	-10.186	47907_37301_water_0031
-1172.095	-10.053	47907_37301_water_0010
-1182.966	-9.460	47907_37301_water_0027
-1171.924	-9.399	47907_37301_water_0009
-1169.167	-9.394	47907_37301_water_0001
-1173.673	-8.956	47907_37301_water_0018
-1175.544	-7.830	47907_37301_water_0041
-1173.510	-7.591	47907_37301_water_0039
-1171.987	-7.144	47907_37301_water_0029
-1172.262	-7.092	47907_37301_water_0034
-1175.995	-7.076	47907_37301_water_0044
-1173.335	-6.815	47907_37301_water_0042
-1171.022	-6.725	47907_37301_water_0016
-1170.817	-6.427	47907_37301_water_0043
-1169.234	-5.618	47907_37301_water_0025
-1166.816	-5.609	47907_37301_water_0004
-1172.086	-5.338	47907_37301_water_0024
-1166.771	-5.178	47907_37301_water_0040
-1169.913	-5.060	47907_37301_water_0011
-1176.999	-4.658	47907_37301_water_0021
-1166.241	-4.603	47907_37301_water_0045
-1044.180	-4.305	47907_37301_water_0005
-1167.975	-2.865	47907_37301_water_0035
-1160.011	-2.059	47907_37301_water_0019
-1158.186	-2.005	47907_37301_water_0028
-1155.334	-0.298	47907_37301_water_0026
-1155.502	0.112	47907_37301_water_0002
-1161.083	0.176	47907_37301_water_0008
-1158.415	0.208	47907_37301_water_0030
-1154.265	0.979	47907_37301_water_0023
-1139.487	4.114	47907_37301_water_0015
-1149.125	4.591	47907_37301_water_0003
-1148.879	5.076	47907_37301_water_0036
-1138.798	5.238	47907_37301_water_0038
-1156.896	6.857	47907_37301_water_0006
-1120.123	8.311	47907_37301_water_0033
-1144.179	10.665	47907_37301_water_0020
-1122.665	11.763	47907_37301_water_0032
-1103.088	18.598	47907_37301_water_0014
-1112.292	21.384	47907_37301_water_0013
