total_score	interface_delta_X	description
-1186.844	-11.476	47908_37346_water_0028
-1176.940	-10.266	47908_37346_water_0034
-1169.373	-10.235	47908_37346_water_0001
-1167.215	-9.823	47908_37346_water_0033
-1177.979	-9.694	47908_37346_water_0054
-1179.189	-9.242	47908_37346_water_0025
-1178.382	-9.058	47908_37346_water_0019
-1180.224	-9.040	47908_37346_water_0002
-1176.778	-8.960	47908_37346_water_0045
-1179.741	-8.545	47908_37346_water_0050
-1177.991	-8.354	47908_37346_water_0051
-1172.331	-8.332	47908_37346_water_0037
-1177.783	-8.261	47908_37346_water_0004
-1173.663	-8.226	47908_37346_water_0052
-1179.915	-8.192	47908_37346_water_0006
-1175.779	-7.773	47908_37346_water_0007
-1171.695	-7.731	47908_37346_water_0011
-1181.222	-7.660	47908_37346_water_0062
-1180.032	-7.480	47908_37346_water_0081
-1174.051	-7.403	47908_37346_water_0009
-1174.094	-7.335	47908_37346_water_0022
-1174.788	-7.303	47908_37346_water_0087
-1172.356	-7.300	47908_37346_water_0016
-1176.066	-7.288	47908_37346_water_0030
-1179.787	-7.102	47908_37346_water_0080
-1180.869	-7.003	47908_37346_water_0074
-1173.232	-6.778	47908_37346_water_0098
-1172.715	-6.776	47908_37346_water_0014
-1179.491	-6.617	47908_37346_water_0075
-1173.438	-6.460	47908_37346_water_0039
-1175.180	-6.361	47908_37346_water_0048
-1171.367	-6.342	47908_37346_water_0056
-1170.627	-6.322	47908_37346_water_0089
-1171.706	-6.292	47908_37346_water_0049
-1180.431	-6.197	47908_37346_water_0079
-1176.207	-5.921	47908_37346_water_0097
-1164.115	-5.850	47908_37346_water_0076
-1171.795	-5.808	47908_37346_water_0086
-1176.935	-5.597	47908_37346_water_0071
-1172.112	-5.533	47908_37346_water_0017
-1179.006	-5.272	47908_37346_water_0026
-1175.919	-5.186	47908_37346_water_0093
-1170.783	-5.168	47908_37346_water_0090
-1179.737	-5.114	47908_37346_water_0066
-1171.958	-5.076	47908_37346_water_0053
-1168.388	-5.075	47908_37346_water_0024
-1160.169	-4.986	47908_37346_water_0064
-1174.380	-4.776	47908_37346_water_0072
-1166.838	-4.524	47908_37346_water_0015
-1171.827	-4.079	47908_37346_water_0095
-1166.288	-3.812	47908_37346_water_0085
-1170.965	-3.606	47908_37346_water_0096
-1163.847	-3.485	47908_37346_water_0058
-1016.868	-3.238	47908_37346_water_0059
-933.900	-3.053	47908_37346_water_0100
-1176.030	-2.994	47908_37346_water_0063
-1166.062	-2.911	47908_37346_water_0094
-1173.905	-2.764	47908_37346_water_0068
-1165.787	-2.704	47908_37346_water_0073
-1175.868	-2.436	47908_37346_water_0061
-1159.076	-1.320	47908_37346_water_0055
-1161.426	-1.198	47908_37346_water_0013
-1171.863	-0.673	47908_37346_water_0065
-1169.364	-0.445	47908_37346_water_0012
-1168.646	-0.426	47908_37346_water_0060
-1157.193	-0.240	47908_37346_water_0032
-1146.067	-0.096	47908_37346_water_0070
-1159.040	-0.091	47908_37346_water_0043
-1168.152	-0.040	47908_37346_water_0077
-1159.199	0.283	47908_37346_water_0021
-1168.311	0.287	47908_37346_water_0036
-1158.755	0.799	47908_37346_water_0005
-1156.106	0.929	47908_37346_water_0042
-1160.468	1.213	47908_37346_water_0040
-1152.413	1.355	47908_37346_water_0088
-1161.627	1.504	47908_37346_water_0069
-1152.316	1.516	47908_37346_water_0083
-1163.441	2.092	47908_37346_water_0078
-1154.375	2.177	47908_37346_water_0031
-1164.014	2.326	47908_37346_water_0035
-1155.791	2.981	47908_37346_water_0003
-1156.967	3.080	47908_37346_water_0041
-1155.682	4.001	47908_37346_water_0084
-1154.399	4.186	47908_37346_water_0023
-1152.866	4.217	47908_37346_water_0038
-1154.249	4.788	47908_37346_water_0067
-1148.900	5.525	47908_37346_water_0046
-1131.409	6.163	47908_37346_water_0092
-1154.248	6.270	47908_37346_water_0018
-1143.217	6.463	47908_37346_water_0020
-1146.970	7.025	47908_37346_water_0091
-1150.809	7.034	47908_37346_water_0057
-1160.556	7.921	47908_37346_water_0099
-1146.138	8.678	47908_37346_water_0044
-1139.200	8.964	47908_37346_water_0010
-1139.823	14.032	47908_37346_water_0082
-1143.112	14.467	47908_37346_water_0027
-1113.950	15.803	47908_37346_water_0029
-1116.324	16.109	47908_37346_water_0008
-1113.605	25.723	47908_37346_water_0047
