total_score	interface_delta_X	description
-1162.123	-14.178	47960_37301_water_0024
-1174.139	-9.269	47960_37301_water_0021
-1172.927	-8.658	47960_37301_water_0033
-1176.122	-8.351	47960_37301_water_0017
-1169.812	-8.329	47960_37301_water_0036
-1171.721	-7.582	47960_37301_water_0012
-1168.761	-7.526	47960_37301_water_0031
-1169.073	-7.521	47960_37301_water_0010
-1174.042	-7.266	47960_37301_water_0004
-1155.100	-7.260	47960_37301_water_0008
-1173.743	-6.701	47960_37301_water_0011
-1170.902	-6.648	47960_37301_water_0032
-1167.441	-6.149	47960_37301_water_0007
-1162.954	-6.087	47960_37301_water_0006
-1171.261	-5.964	47960_37301_water_0015
-1173.350	-5.488	47960_37301_water_0009
-1170.764	-5.196	47960_37301_water_0002
-1134.605	-5.080	47960_37301_water_0038
-1173.537	-4.890	47960_37301_water_0020
-1168.574	-4.662	47960_37301_water_0027
-1172.172	-4.570	47960_37301_water_0025
-1155.252	-4.420	47960_37301_water_0022
-1167.900	-4.337	47960_37301_water_0016
-1163.717	-3.966	47960_37301_water_0040
-1168.749	-3.895	47960_37301_water_0001
-1167.343	-3.798	47960_37301_water_0035
-1170.588	-3.658	47960_37301_water_0013
-1166.602	-3.375	47960_37301_water_0030
-1165.612	-3.336	47960_37301_water_0026
-1168.225	-2.647	47960_37301_water_0005
-1164.007	-0.782	47960_37301_water_0003
-1158.349	0.666	47960_37301_water_0023
-1156.625	1.134	47960_37301_water_0014
-1164.877	1.879	47960_37301_water_0034
-1157.400	1.981	47960_37301_water_0037
-1147.253	5.426	47960_37301_water_0028
-1124.344	7.554	47960_37301_water_0018
-1106.801	12.727	47960_37301_water_0039
-1146.002	13.512	47960_37301_water_0029
-1137.766	25.180	47960_37301_water_0019
