total_score	interface_delta_X	description
-1182.794	-10.403	47954_37128_water_0050
-1187.793	-9.731	47954_37128_water_0019
-1185.005	-9.380	47954_37128_water_0006
-1185.571	-9.041	47954_37128_water_0022
-1178.047	-8.167	47954_37128_water_0004
-1186.782	-8.000	47954_37128_water_0027
-1180.657	-7.832	47954_37128_water_0031
-1183.796	-7.823	47954_37128_water_0023
-1183.514	-7.801	47954_37128_water_0051
-1183.196	-7.739	47954_37128_water_0039
-1187.407	-7.629	47954_37128_water_0020
-1180.251	-7.529	47954_37128_water_0017
-1182.591	-7.439	47954_37128_water_0014
-1179.076	-7.303	47954_37128_water_0046
-1177.933	-7.021	47954_37128_water_0037
-1177.021	-6.736	47954_37128_water_0028
-1183.085	-6.695	47954_37128_water_0016
-1186.028	-6.456	47954_37128_water_0056
-1181.810	-6.394	47954_37128_water_0002
-1175.516	-6.172	47954_37128_water_0047
-1180.857	-5.630	47954_37128_water_0026
-1182.111	-5.166	47954_37128_water_0058
-1175.680	-4.537	47954_37128_water_0052
-1176.766	-4.339	47954_37128_water_0055
-1174.792	-4.285	47954_37128_water_0041
-1177.694	-4.145	47954_37128_water_0029
-1176.453	-3.883	47954_37128_water_0005
-1175.526	-3.514	47954_37128_water_0003
-1176.669	-3.402	47954_37128_water_0057
-1174.750	-3.070	47954_37128_water_0008
-1166.101	-2.470	47954_37128_water_0060
-1170.395	-2.418	47954_37128_water_0059
-1175.367	-2.239	47954_37128_water_0021
-1171.473	-1.941	47954_37128_water_0038
-1166.714	-1.779	47954_37128_water_0001
-1171.397	-1.511	47954_37128_water_0007
-1165.003	-1.253	47954_37128_water_0030
-1161.412	0.207	47954_37128_water_0032
-1162.513	0.362	47954_37128_water_0033
-1158.524	0.834	47954_37128_water_0040
-1167.869	1.716	47954_37128_water_0034
-1151.512	1.799	47954_37128_water_0049
-1156.344	2.929	47954_37128_water_0025
-1163.068	2.947	47954_37128_water_0048
-1159.075	3.395	47954_37128_water_0024
-1162.333	4.506	47954_37128_water_0013
-1147.922	5.715	47954_37128_water_0045
-1144.193	6.931	47954_37128_water_0012
-1143.977	6.957	47954_37128_water_0015
-1157.258	7.877	47954_37128_water_0010
-1145.166	8.101	47954_37128_water_0042
-1132.331	8.702	47954_37128_water_0035
-1152.157	10.613	47954_37128_water_0036
-1101.195	20.439	47954_37128_water_0011
-1115.502	23.435	47954_37128_water_0054
-1084.500	32.485	47954_37128_water_0044
-1086.779	32.823	47954_37128_water_0018
-972.910	72.067	47954_37128_water_0053
-926.944	83.232	47954_37128_water_0043
-793.920	201.004	47954_37128_water_0009
