total_score	interface_delta_X	description
-1184.193	-11.646	45685_37128_water_0004
-1180.738	-11.162	45685_37128_water_0067
-1187.269	-10.454	45685_37128_water_0014
-1176.486	-10.332	45685_37128_water_0099
-1186.444	-10.246	45685_37128_water_0037
-1184.263	-10.022	45685_37128_water_0081
-1182.708	-9.908	45685_37128_water_0057
-1183.254	-9.868	45685_37128_water_0055
-1180.591	-9.545	45685_37128_water_0031
-1182.509	-9.541	45685_37128_water_0086
-1188.007	-9.457	45685_37128_water_0006
-1186.537	-9.390	45685_37128_water_0039
-1184.107	-8.757	45685_37128_water_0010
-1178.145	-8.737	45685_37128_water_0076
-1183.366	-8.692	45685_37128_water_0062
-1180.165	-8.510	45685_37128_water_0032
-1182.012	-8.441	45685_37128_water_0005
-1187.201	-7.913	45685_37128_water_0093
-1180.845	-7.875	45685_37128_water_0092
-1178.898	-7.839	45685_37128_water_0063
-1183.816	-7.675	45685_37128_water_0095
-1183.160	-7.591	45685_37128_water_0047
-1180.299	-7.545	45685_37128_water_0026
-1184.111	-7.436	45685_37128_water_0043
-1182.767	-7.069	45685_37128_water_0066
-1179.415	-7.035	45685_37128_water_0013
-1179.476	-6.948	45685_37128_water_0094
-1185.120	-6.928	45685_37128_water_0050
-1181.077	-6.742	45685_37128_water_0090
-1180.666	-6.695	45685_37128_water_0021
-1180.341	-6.636	45685_37128_water_0036
-1177.412	-6.552	45685_37128_water_0001
-1183.410	-6.499	45685_37128_water_0096
-1185.317	-6.276	45685_37128_water_0019
-1172.101	-6.132	45685_37128_water_0018
-1178.822	-6.066	45685_37128_water_0007
-1173.910	-5.877	45685_37128_water_0012
-1175.860	-5.696	45685_37128_water_0029
-1179.919	-5.463	45685_37128_water_0070
-1173.944	-5.448	45685_37128_water_0042
-1175.332	-5.398	45685_37128_water_0056
-1177.399	-5.330	45685_37128_water_0024
-1184.800	-5.143	45685_37128_water_0003
-1184.151	-4.931	45685_37128_water_0069
-1178.824	-4.855	45685_37128_water_0079
-1176.300	-4.768	45685_37128_water_0034
-1181.873	-4.668	45685_37128_water_0020
-1178.489	-4.501	45685_37128_water_0015
-1187.804	-4.213	45685_37128_water_0052
-1171.809	-4.142	45685_37128_water_0064
-1175.157	-4.061	45685_37128_water_0040
-1181.264	-3.511	45685_37128_water_0068
-1171.878	-3.309	45685_37128_water_0097
-1177.415	-3.296	45685_37128_water_0075
-1169.850	-3.032	45685_37128_water_0054
-1173.691	-2.707	45685_37128_water_0016
-1175.830	-2.669	45685_37128_water_0058
-1182.625	-2.589	45685_37128_water_0033
-1171.622	-2.351	45685_37128_water_0088
-1160.263	-1.814	45685_37128_water_0089
-1173.005	-1.435	45685_37128_water_0025
-1176.729	-1.348	45685_37128_water_0082
-1160.123	-1.149	45685_37128_water_0028
-1157.907	-1.079	45685_37128_water_0030
-1172.007	-0.858	45685_37128_water_0091
-1171.303	-0.726	45685_37128_water_0045
-1159.208	-0.241	45685_37128_water_0083
-1172.749	0.115	45685_37128_water_0049
-1163.246	0.278	45685_37128_water_0084
-1165.169	0.495	45685_37128_water_0060
-1167.002	0.670	45685_37128_water_0009
-1164.329	0.786	45685_37128_water_0041
-1175.355	0.880	45685_37128_water_0053
-1153.702	1.253	45685_37128_water_0048
-1146.547	1.313	45685_37128_water_0027
-1160.971	1.507	45685_37128_water_0071
-1157.987	1.896	45685_37128_water_0078
-1166.943	2.051	45685_37128_water_0087
-1166.968	2.069	45685_37128_water_0023
-1164.150	2.155	45685_37128_water_0100
-1167.056	2.567	45685_37128_water_0011
-1158.406	3.591	45685_37128_water_0072
-1165.637	4.185	45685_37128_water_0044
-1152.577	5.335	45685_37128_water_0059
-1158.769	5.445	45685_37128_water_0022
-1153.692	5.737	45685_37128_water_0098
-1146.065	7.160	45685_37128_water_0085
-1142.276	8.104	45685_37128_water_0017
-1164.609	8.391	45685_37128_water_0080
-1156.622	10.152	45685_37128_water_0077
-1132.645	10.760	45685_37128_water_0074
-1136.326	12.052	45685_37128_water_0038
-1117.664	13.051	45685_37128_water_0046
-1118.508	14.607	45685_37128_water_0002
-1109.821	17.519	45685_37128_water_0051
-1104.000	18.655	45685_37128_water_0008
-1109.700	20.758	45685_37128_water_0073
-1122.174	21.987	45685_37128_water_0061
-1093.918	22.103	45685_37128_water_0065
-1053.360	56.166	45685_37128_water_0035
