total_score	interface_delta_X	description
-1176.345	-12.409	45688_37346_water_0086
-1174.650	-11.360	45688_37346_water_0004
-1180.231	-10.529	45688_37346_water_0010
-1147.337	-9.985	45688_37346_water_0082
-1180.466	-9.818	45688_37346_water_0072
-1172.223	-9.463	45688_37346_water_0047
-1182.945	-9.247	45688_37346_water_0030
-1173.108	-8.736	45688_37346_water_0096
-1178.868	-8.463	45688_37346_water_0079
-1177.854	-8.424	45688_37346_water_0038
-1179.203	-8.237	45688_37346_water_0064
-1174.076	-8.222	45688_37346_water_0051
-1176.483	-8.134	45688_37346_water_0067
-1179.682	-8.126	45688_37346_water_0078
-1181.145	-7.581	45688_37346_water_0066
-1179.105	-7.570	45688_37346_water_0053
-1176.946	-7.521	45688_37346_water_0048
-1171.456	-7.356	45688_37346_water_0006
-1171.567	-7.255	45688_37346_water_0015
-1176.520	-7.089	45688_37346_water_0043
-1173.346	-7.076	45688_37346_water_0065
-1172.034	-7.014	45688_37346_water_0035
-1175.620	-7.003	45688_37346_water_0002
-1175.106	-6.537	45688_37346_water_0092
-1179.982	-6.503	45688_37346_water_0009
-1171.812	-6.435	45688_37346_water_0026
-1179.741	-6.359	45688_37346_water_0057
-1174.281	-6.349	45688_37346_water_0023
-1185.408	-6.180	45688_37346_water_0095
-1170.522	-6.074	45688_37346_water_0055
-1177.351	-6.036	45688_37346_water_0068
-1168.351	-5.909	45688_37346_water_0041
-1150.672	-5.718	45688_37346_water_0077
-1173.127	-5.542	45688_37346_water_0019
-1176.557	-5.504	45688_37346_water_0018
-1173.545	-5.459	45688_37346_water_0084
-1176.417	-5.435	45688_37346_water_0045
-1175.874	-5.391	45688_37346_water_0012
-1170.990	-4.969	45688_37346_water_0027
-1170.781	-4.958	45688_37346_water_0028
-1166.894	-4.902	45688_37346_water_0054
-1172.566	-4.901	45688_37346_water_0039
-1155.333	-4.756	45688_37346_water_0094
-1169.166	-4.638	45688_37346_water_0037
-1173.113	-4.627	45688_37346_water_0020
-1174.257	-4.419	45688_37346_water_0090
-1172.768	-4.348	45688_37346_water_0033
-1167.152	-4.155	45688_37346_water_0071
-1168.861	-4.153	45688_37346_water_0099
-1172.960	-4.120	45688_37346_water_0074
-1173.893	-4.073	45688_37346_water_0059
-1176.041	-4.057	45688_37346_water_0021
-1167.220	-3.837	45688_37346_water_0073
-1173.880	-3.353	45688_37346_water_0061
-1167.824	-3.302	45688_37346_water_0024
-1175.043	-3.044	45688_37346_water_0097
-1156.752	-3.022	45688_37346_water_0091
-1172.861	-3.001	45688_37346_water_0093
-1165.503	-2.863	45688_37346_water_0001
-1160.338	-2.813	45688_37346_water_0044
-1166.743	-2.681	45688_37346_water_0083
-1131.882	-2.058	45688_37346_water_0088
-1164.291	-1.980	45688_37346_water_0034
-1170.490	-1.734	45688_37346_water_0042
-1169.696	-1.668	45688_37346_water_0029
-1160.554	-1.625	45688_37346_water_0016
-1163.480	-1.287	45688_37346_water_0069
-1155.378	-1.132	45688_37346_water_0031
-1164.491	-1.128	45688_37346_water_0085
-1165.112	-1.112	45688_37346_water_0076
-1155.699	-1.084	45688_37346_water_0025
-1165.933	-0.813	45688_37346_water_0060
-1167.159	-0.518	45688_37346_water_0058
-1162.080	-0.481	45688_37346_water_0040
-1154.903	0.194	45688_37346_water_0052
-1144.072	0.814	45688_37346_water_0056
-1162.045	0.832	45688_37346_water_0081
-1162.779	1.459	45688_37346_water_0013
-1148.725	1.820	45688_37346_water_0063
-1168.568	1.862	45688_37346_water_0080
-1163.933	1.911	45688_37346_water_0075
-1156.567	2.484	45688_37346_water_0008
-1164.255	2.495	45688_37346_water_0011
-1137.043	2.759	45688_37346_water_0046
-1161.982	2.789	45688_37346_water_0100
-1140.000	4.819	45688_37346_water_0022
-1150.487	5.164	45688_37346_water_0098
-1143.907	6.506	45688_37346_water_0049
-1140.483	7.198	45688_37346_water_0087
-1159.438	7.497	45688_37346_water_0014
-1135.351	8.532	45688_37346_water_0062
-1145.198	10.133	45688_37346_water_0007
-1129.491	10.195	45688_37346_water_0070
-1137.246	12.832	45688_37346_water_0032
-1102.755	13.474	45688_37346_water_0005
-1151.602	14.959	45688_37346_water_0017
-1071.994	17.867	45688_37346_water_0036
-1116.882	19.965	45688_37346_water_0003
-1075.365	32.384	45688_37346_water_0089
-858.570	114.878	45688_37346_water_0050
