total_score	interface_delta_X	description
-1191.902	-13.112	47962_37128_water_0028
-1187.242	-11.661	47962_37128_water_0059
-1183.959	-10.983	47962_37128_water_0017
-1185.141	-10.805	47962_37128_water_0004
-1187.361	-9.832	47962_37128_water_0046
-1180.456	-9.640	47962_37128_water_0012
-1189.848	-9.624	47962_37128_water_0025
-1178.264	-8.584	47962_37128_water_0009
-1183.771	-8.579	47962_37128_water_0036
-1180.840	-8.553	47962_37128_water_0010
-1145.122	-8.415	47962_37128_water_0055
-1185.721	-8.102	47962_37128_water_0033
-1178.373	-8.101	47962_37128_water_0008
-1183.435	-7.377	47962_37128_water_0019
-1187.383	-7.135	47962_37128_water_0022
-1176.002	-6.786	47962_37128_water_0024
-1184.746	-6.761	47962_37128_water_0006
-1180.751	-6.722	47962_37128_water_0041
-1171.294	-6.633	47962_37128_water_0056
-1183.504	-6.526	47962_37128_water_0029
-1180.415	-6.361	47962_37128_water_0058
-1166.402	-6.313	47962_37128_water_0039
-1184.109	-5.728	47962_37128_water_0040
-1176.301	-5.222	47962_37128_water_0045
-1181.199	-4.935	47962_37128_water_0042
-1171.952	-4.897	47962_37128_water_0060
-1174.976	-4.501	47962_37128_water_0013
-1180.273	-4.424	47962_37128_water_0001
-1178.035	-4.157	47962_37128_water_0020
-1175.412	-4.058	47962_37128_water_0049
-1171.079	-3.967	47962_37128_water_0053
-1171.242	-3.264	47962_37128_water_0048
-1177.128	-2.273	47962_37128_water_0023
-1170.572	-2.144	47962_37128_water_0057
-1173.367	-1.796	47962_37128_water_0052
-1160.342	-1.631	47962_37128_water_0032
-1165.308	-1.615	47962_37128_water_0043
-1166.694	-0.521	47962_37128_water_0054
-1169.354	-0.504	47962_37128_water_0035
-1173.864	-0.304	47962_37128_water_0037
-1167.453	-0.248	47962_37128_water_0005
-1170.412	-0.110	47962_37128_water_0011
-1166.532	0.310	47962_37128_water_0026
-1164.357	0.525	47962_37128_water_0015
-1165.400	0.922	47962_37128_water_0051
-1159.928	1.730	47962_37128_water_0014
-1159.193	2.452	47962_37128_water_0047
-1145.661	3.405	47962_37128_water_0030
-1161.717	3.697	47962_37128_water_0018
-1159.406	4.085	47962_37128_water_0050
-1161.961	5.645	47962_37128_water_0007
-1132.835	5.844	47962_37128_water_0002
-1146.600	5.971	47962_37128_water_0003
-1129.961	10.611	47962_37128_water_0034
-1134.661	11.696	47962_37128_water_0031
-1145.341	12.196	47962_37128_water_0044
-1094.407	19.903	47962_37128_water_0016
-1136.538	27.361	47962_37128_water_0021
-1091.919	30.362	47962_37128_water_0038
-959.777	91.985	47962_37128_water_0027
