total_score	interface_delta_X	description
-1176.847	-12.379	45686_37301_water_0079
-1177.550	-12.233	45686_37301_water_0021
-1176.791	-12.081	45686_37301_water_0046
-1176.211	-11.746	45686_37301_water_0094
-1174.066	-11.602	45686_37301_water_0015
-1165.208	-10.774	45686_37301_water_0068
-1176.625	-10.524	45686_37301_water_0057
-1177.714	-10.416	45686_37301_water_0072
-1172.902	-10.375	45686_37301_water_0099
-1172.434	-10.350	45686_37301_water_0100
-1176.912	-10.188	45686_37301_water_0042
-1174.647	-10.091	45686_37301_water_0082
-1175.097	-9.872	45686_37301_water_0086
-1172.553	-9.711	45686_37301_water_0036
-1172.519	-9.658	45686_37301_water_0096
-1175.210	-9.459	45686_37301_water_0023
-1167.972	-9.388	45686_37301_water_0065
-1173.398	-9.281	45686_37301_water_0076
-1170.953	-8.805	45686_37301_water_0001
-1169.968	-8.686	45686_37301_water_0085
-1175.679	-8.673	45686_37301_water_0054
-1170.296	-8.485	45686_37301_water_0098
-1046.655	-8.332	45686_37301_water_0017
-1172.010	-8.146	45686_37301_water_0067
-1173.504	-7.942	45686_37301_water_0089
-1173.984	-7.877	45686_37301_water_0083
-1167.918	-7.708	45686_37301_water_0013
-1174.316	-7.644	45686_37301_water_0050
-1175.880	-7.600	45686_37301_water_0020
-1169.145	-7.417	45686_37301_water_0043
-1166.355	-7.139	45686_37301_water_0056
-1176.112	-7.116	45686_37301_water_0080
-1157.188	-7.001	45686_37301_water_0070
-1176.283	-6.923	45686_37301_water_0004
-1170.074	-6.823	45686_37301_water_0029
-1173.974	-6.588	45686_37301_water_0025
-1168.320	-6.569	45686_37301_water_0087
-1169.584	-6.508	45686_37301_water_0045
-1174.634	-6.484	45686_37301_water_0051
-1168.486	-6.391	45686_37301_water_0008
-1171.975	-6.188	45686_37301_water_0090
-1167.192	-6.168	45686_37301_water_0010
-1171.397	-6.103	45686_37301_water_0019
-1171.762	-6.010	45686_37301_water_0081
-1161.695	-5.935	45686_37301_water_0059
-1155.018	-5.710	45686_37301_water_0035
-1168.531	-5.641	45686_37301_water_0049
-1172.584	-5.510	45686_37301_water_0033
-1176.264	-5.510	45686_37301_water_0048
-1149.050	-5.474	45686_37301_water_0091
-1163.025	-4.852	45686_37301_water_0073
-1166.230	-4.625	45686_37301_water_0063
-1169.275	-4.571	45686_37301_water_0018
-1168.867	-4.353	45686_37301_water_0034
-1175.578	-4.320	45686_37301_water_0061
-1161.859	-3.895	45686_37301_water_0002
-1173.482	-3.894	45686_37301_water_0027
-1167.059	-3.741	45686_37301_water_0005
-1160.996	-3.543	45686_37301_water_0062
-1155.457	-3.435	45686_37301_water_0078
-1166.584	-3.312	45686_37301_water_0053
-1163.289	-3.255	45686_37301_water_0016
-1164.828	-3.144	45686_37301_water_0044
-1167.510	-3.024	45686_37301_water_0009
-1170.100	-2.757	45686_37301_water_0031
-1157.656	-2.665	45686_37301_water_0074
-1165.254	-2.625	45686_37301_water_0055
-1163.930	-2.599	45686_37301_water_0088
-1167.963	-2.313	45686_37301_water_0075
-1161.707	-2.291	45686_37301_water_0047
-1163.152	-1.488	45686_37301_water_0064
-1160.304	-1.291	45686_37301_water_0037
-1164.158	-0.998	45686_37301_water_0006
-1146.590	-0.508	45686_37301_water_0040
-1152.287	-0.278	45686_37301_water_0066
-1151.701	0.928	45686_37301_water_0060
-1155.378	0.999	45686_37301_water_0041
-1155.882	1.931	45686_37301_water_0052
-1159.229	2.147	45686_37301_water_0077
-1150.920	2.333	45686_37301_water_0024
-1155.465	2.885	45686_37301_water_0007
-1156.072	3.193	45686_37301_water_0026
-1139.308	3.630	45686_37301_water_0022
-1137.314	6.453	45686_37301_water_0097
-1149.623	6.682	45686_37301_water_0030
-1127.078	7.839	45686_37301_water_0003
-1150.419	8.129	45686_37301_water_0028
-1141.046	10.179	45686_37301_water_0014
-1131.714	10.759	45686_37301_water_0071
-1115.623	12.155	45686_37301_water_0039
-1108.731	15.187	45686_37301_water_0038
-1130.940	15.342	45686_37301_water_0032
-1090.671	19.169	45686_37301_water_0011
-1094.995	19.957	45686_37301_water_0058
-1080.513	21.322	45686_37301_water_0069
-1051.116	27.278	45686_37301_water_0012
-1033.990	29.542	45686_37301_water_0092
-1126.347	32.227	45686_37301_water_0093
-1068.213	35.817	45686_37301_water_0084
-1002.924	71.789	45686_37301_water_0095
