total_score	interface_delta_X	description
-1174.497	-11.999	47954_37301_water_0005
-1173.273	-10.330	47954_37301_water_0029
-1174.401	-9.676	47954_37301_water_0023
-1169.864	-9.398	47954_37301_water_0002
-1158.236	-8.991	47954_37301_water_0006
-1171.508	-8.800	47954_37301_water_0033
-1174.726	-8.325	47954_37301_water_0028
-1169.962	-8.031	47954_37301_water_0015
-1177.180	-6.575	47954_37301_water_0012
-1172.724	-6.476	47954_37301_water_0020
-1173.559	-6.170	47954_37301_water_0036
-1173.266	-5.479	47954_37301_water_0030
-1169.864	-5.244	47954_37301_water_0022
-1162.626	-5.202	47954_37301_water_0001
-1168.375	-5.124	47954_37301_water_0004
-1165.979	-4.686	47954_37301_water_0040
-1166.160	-4.612	47954_37301_water_0038
-1148.101	-4.584	47954_37301_water_0017
-1163.988	-4.542	47954_37301_water_0035
-1154.283	-3.617	47954_37301_water_0027
-1159.997	-3.546	47954_37301_water_0013
-1164.788	-2.705	47954_37301_water_0003
-1165.903	-2.521	47954_37301_water_0031
-1150.737	-2.195	47954_37301_water_0010
-1164.333	-1.300	47954_37301_water_0008
-1164.541	-1.169	47954_37301_water_0014
-1155.902	-0.934	47954_37301_water_0007
-1165.893	-0.812	47954_37301_water_0039
-1152.989	-0.014	47954_37301_water_0018
-1150.996	2.214	47954_37301_water_0011
-1152.207	3.477	47954_37301_water_0037
-1138.634	5.113	47954_37301_water_0024
-1145.964	7.435	47954_37301_water_0032
-1135.883	9.056	47954_37301_water_0016
-1108.012	13.270	47954_37301_water_0019
-1108.864	18.798	47954_37301_water_0009
-1105.631	20.654	47954_37301_water_0025
-1096.990	21.063	47954_37301_water_0034
-1093.206	26.607	47954_37301_water_0021
-1068.702	32.276	47954_37301_water_0026
