total_score	interface_delta_X	description
-1176.957	-13.140	47905_37301_water_0006
-1177.292	-13.042	47905_37301_water_0098
-1176.850	-12.341	47905_37301_water_0005
-1175.278	-12.022	47905_37301_water_0062
-1172.437	-11.633	47905_37301_water_0048
-1173.191	-11.551	47905_37301_water_0083
-1171.952	-10.505	47905_37301_water_0037
-1173.738	-10.037	47905_37301_water_0007
-1169.003	-9.589	47905_37301_water_0084
-1172.903	-9.466	47905_37301_water_0099
-1171.308	-9.398	47905_37301_water_0004
-1174.722	-9.222	47905_37301_water_0058
-1174.337	-9.081	47905_37301_water_0032
-1172.825	-8.952	47905_37301_water_0012
-1175.458	-8.937	47905_37301_water_0035
-1175.841	-8.525	47905_37301_water_0051
-1168.915	-8.453	47905_37301_water_0085
-1172.613	-8.404	47905_37301_water_0002
-1173.941	-8.386	47905_37301_water_0049
-1174.698	-8.166	47905_37301_water_0066
-1146.624	-8.105	47905_37301_water_0052
-1173.912	-7.869	47905_37301_water_0061
-1169.217	-7.541	47905_37301_water_0076
-1173.925	-7.538	47905_37301_water_0047
-1167.022	-7.339	47905_37301_water_0031
-1176.060	-7.143	47905_37301_water_0023
-1172.711	-7.040	47905_37301_water_0074
-1170.927	-6.759	47905_37301_water_0059
-1174.729	-6.551	47905_37301_water_0088
-1175.873	-6.449	47905_37301_water_0017
-1174.943	-6.444	47905_37301_water_0038
-1170.585	-6.379	47905_37301_water_0009
-1164.262	-5.896	47905_37301_water_0054
-1164.112	-5.880	47905_37301_water_0093
-1157.532	-5.872	47905_37301_water_0089
-1169.083	-5.849	47905_37301_water_0063
-1167.893	-5.846	47905_37301_water_0011
-1156.350	-5.728	47905_37301_water_0077
-1167.243	-5.520	47905_37301_water_0021
-1170.058	-5.515	47905_37301_water_0086
-1168.956	-5.486	47905_37301_water_0055
-1172.878	-5.286	47905_37301_water_0081
-1163.293	-5.180	47905_37301_water_0044
-1165.833	-5.144	47905_37301_water_0079
-1167.163	-4.904	47905_37301_water_0027
-1167.582	-4.702	47905_37301_water_0090
-1176.358	-4.591	47905_37301_water_0018
-1168.476	-4.464	47905_37301_water_0016
-1171.598	-4.420	47905_37301_water_0025
-1149.240	-4.419	47905_37301_water_0080
-1166.177	-4.396	47905_37301_water_0034
-1171.782	-4.388	47905_37301_water_0087
-1162.283	-4.002	47905_37301_water_0039
-1172.792	-3.401	47905_37301_water_0024
-1152.178	-3.130	47905_37301_water_0092
-1161.833	-2.802	47905_37301_water_0056
-1167.070	-1.966	47905_37301_water_0040
-1168.157	-1.771	47905_37301_water_0043
-1147.003	-1.575	47905_37301_water_0050
-1165.632	-1.053	47905_37301_water_0042
-1160.774	-0.826	47905_37301_water_0064
-1158.413	-0.757	47905_37301_water_0100
-1164.737	-0.499	47905_37301_water_0067
-1161.246	-0.463	47905_37301_water_0001
-1148.843	-0.453	47905_37301_water_0030
-1162.620	-0.240	47905_37301_water_0053
-1164.690	0.072	47905_37301_water_0045
-1151.420	0.106	47905_37301_water_0008
-1158.646	0.497	47905_37301_water_0072
-1163.779	0.547	47905_37301_water_0091
-1161.579	0.636	47905_37301_water_0033
-1148.481	0.731	47905_37301_water_0060
-1148.904	1.155	47905_37301_water_0082
-1146.211	1.883	47905_37301_water_0075
-1154.083	2.385	47905_37301_water_0046
-1156.011	2.918	47905_37301_water_0097
-1146.542	3.076	47905_37301_water_0020
-1159.793	3.621	47905_37301_water_0068
-1157.444	4.169	47905_37301_water_0026
-1118.006	5.222	47905_37301_water_0057
-1139.376	5.649	47905_37301_water_0019
-1146.788	5.726	47905_37301_water_0028
-1149.444	5.898	47905_37301_water_0078
-1133.564	6.012	47905_37301_water_0015
-1138.575	7.246	47905_37301_water_0029
-1137.846	8.832	47905_37301_water_0013
-1133.134	10.430	47905_37301_water_0069
-1136.056	10.576	47905_37301_water_0095
-1121.772	10.693	47905_37301_water_0096
-1143.388	15.145	47905_37301_water_0036
-1101.518	17.120	47905_37301_water_0071
-1101.839	17.584	47905_37301_water_0094
-1125.523	19.826	47905_37301_water_0014
-1106.154	20.178	47905_37301_water_0041
-1109.562	20.494	47905_37301_water_0010
-1090.106	21.201	47905_37301_water_0073
-1098.942	23.798	47905_37301_water_0065
-1077.911	33.956	47905_37301_water_0070
-1093.761	34.879	47905_37301_water_0003
-1036.410	43.125	47905_37301_water_0022
