total_score	interface_delta_X	description
-1175.881	-13.354	45686_37289_water_0036
-1176.626	-11.859	45686_37289_water_0002
-1177.313	-11.438	45686_37289_water_0017
-1170.224	-11.056	45686_37289_water_0035
-1169.411	-10.848	45686_37289_water_0001
-1169.834	-10.280	45686_37289_water_0096
-1172.699	-9.914	45686_37289_water_0020
-1172.827	-9.668	45686_37289_water_0060
-1173.378	-9.590	45686_37289_water_0065
-1167.284	-9.431	45686_37289_water_0086
-1169.391	-9.364	45686_37289_water_0081
-1171.458	-9.278	45686_37289_water_0055
-1170.569	-9.089	45686_37289_water_0097
-1171.189	-9.065	45686_37289_water_0029
-1176.187	-8.988	45686_37289_water_0045
-1171.226	-8.480	45686_37289_water_0074
-1170.668	-8.309	45686_37289_water_0053
-1171.719	-8.290	45686_37289_water_0093
-1171.212	-8.271	45686_37289_water_0089
-1167.421	-8.113	45686_37289_water_0030
-1168.352	-7.874	45686_37289_water_0062
-1174.294	-7.594	45686_37289_water_0095
-1168.031	-7.544	45686_37289_water_0100
-1157.550	-7.405	45686_37289_water_0050
-1174.477	-7.300	45686_37289_water_0076
-1169.623	-7.184	45686_37289_water_0026
-1167.745	-7.123	45686_37289_water_0019
-1174.997	-7.077	45686_37289_water_0027
-1168.968	-7.024	45686_37289_water_0014
-1169.197	-6.728	45686_37289_water_0067
-1167.409	-6.726	45686_37289_water_0073
-1173.941	-6.720	45686_37289_water_0011
-1173.590	-6.481	45686_37289_water_0031
-1167.351	-6.281	45686_37289_water_0069
-1168.877	-6.120	45686_37289_water_0021
-1164.222	-6.078	45686_37289_water_0042
-1170.960	-6.062	45686_37289_water_0013
-1166.933	-6.018	45686_37289_water_0070
-1167.502	-5.935	45686_37289_water_0061
-1168.910	-5.858	45686_37289_water_0077
-1168.578	-5.694	45686_37289_water_0033
-1165.782	-5.076	45686_37289_water_0007
-1168.476	-4.975	45686_37289_water_0048
-1167.755	-4.816	45686_37289_water_0004
-1167.895	-4.810	45686_37289_water_0009
-1168.259	-4.707	45686_37289_water_0078
-1161.980	-4.348	45686_37289_water_0010
-1168.493	-4.224	45686_37289_water_0034
-1158.585	-3.968	45686_37289_water_0018
-1154.623	-3.831	45686_37289_water_0041
-1166.339	-3.247	45686_37289_water_0087
-1171.242	-2.844	45686_37289_water_0082
-1160.181	-2.582	45686_37289_water_0058
-1165.147	-2.344	45686_37289_water_0059
-1162.010	-2.074	45686_37289_water_0075
-1149.920	-1.995	45686_37289_water_0005
-1163.443	-1.572	45686_37289_water_0012
-1158.608	-1.401	45686_37289_water_0039
-1145.304	-1.269	45686_37289_water_0016
-1157.013	-1.117	45686_37289_water_0025
-1157.778	-1.071	45686_37289_water_0028
-1167.296	-0.587	45686_37289_water_0092
-1155.545	-0.572	45686_37289_water_0063
-1160.581	-0.284	45686_37289_water_0043
-1151.258	-0.279	45686_37289_water_0080
-1166.820	-0.225	45686_37289_water_0037
-1156.814	-0.045	45686_37289_water_0098
-1147.726	0.667	45686_37289_water_0083
-1152.178	0.878	45686_37289_water_0071
-1146.556	0.989	45686_37289_water_0052
-1143.895	1.148	45686_37289_water_0003
-1143.607	2.140	45686_37289_water_0094
-1148.061	2.270	45686_37289_water_0064
-1153.913	2.669	45686_37289_water_0079
-1151.023	2.797	45686_37289_water_0006
-1146.648	3.894	45686_37289_water_0091
-1154.168	4.076	45686_37289_water_0022
-1158.125	4.167	45686_37289_water_0088
-1142.485	4.282	45686_37289_water_0040
-1141.537	5.252	45686_37289_water_0024
-1146.938	5.555	45686_37289_water_0066
-1137.844	5.798	45686_37289_water_0054
-1153.315	6.865	45686_37289_water_0047
-1150.101	6.959	45686_37289_water_0084
-1148.177	7.869	45686_37289_water_0068
-1132.088	9.257	45686_37289_water_0023
-1139.325	9.933	45686_37289_water_0049
-1130.096	10.048	45686_37289_water_0032
-1129.822	10.358	45686_37289_water_0057
-1116.353	12.423	45686_37289_water_0044
-1120.438	12.853	45686_37289_water_0051
-1116.929	12.997	45686_37289_water_0015
-1109.839	13.316	45686_37289_water_0008
-1109.455	14.826	45686_37289_water_0085
-1122.337	16.591	45686_37289_water_0038
-1102.453	20.598	45686_37289_water_0072
-1088.283	26.317	45686_37289_water_0056
-1079.682	30.199	45686_37289_water_0099
-1081.213	36.683	45686_37289_water_0090
-1032.323	49.323	45686_37289_water_0046
