total_score	interface_delta_X	description
-1175.829	-11.544	47962_37301_water_0025
-1169.290	-11.181	47962_37301_water_0031
-1176.540	-10.283	47962_37301_water_0022
-1175.886	-9.942	47962_37301_water_0034
-1170.288	-9.017	47962_37301_water_0038
-1174.478	-8.833	47962_37301_water_0040
-1168.576	-8.460	47962_37301_water_0016
-1172.548	-7.693	47962_37301_water_0029
-1170.070	-7.453	47962_37301_water_0005
-1170.471	-7.336	47962_37301_water_0003
-1163.576	-6.773	47962_37301_water_0001
-1172.846	-6.026	47962_37301_water_0017
-1163.179	-6.006	47962_37301_water_0018
-1162.037	-4.145	47962_37301_water_0006
-1164.256	-3.975	47962_37301_water_0033
-1162.598	-3.884	47962_37301_water_0030
-1169.085	-3.086	47962_37301_water_0019
-1163.808	-2.486	47962_37301_water_0028
-1153.863	-2.363	47962_37301_water_0039
-1166.436	-1.999	47962_37301_water_0035
-1156.121	-1.532	47962_37301_water_0010
-1168.156	-1.081	47962_37301_water_0032
-1153.561	-0.906	47962_37301_water_0023
-1151.610	-0.291	47962_37301_water_0026
-1153.932	0.163	47962_37301_water_0020
-1160.924	1.037	47962_37301_water_0021
-1161.028	1.295	47962_37301_water_0011
-1153.511	3.367	47962_37301_water_0004
-1134.209	5.286	47962_37301_water_0002
-1136.632	6.233	47962_37301_water_0024
-1136.097	8.506	47962_37301_water_0037
-1121.553	8.760	47962_37301_water_0015
-1132.820	8.919	47962_37301_water_0012
-1124.481	9.497	47962_37301_water_0009
-1128.552	9.754	47962_37301_water_0014
-1101.397	9.914	47962_37301_water_0007
-1109.529	16.291	47962_37301_water_0008
-1094.366	17.599	47962_37301_water_0027
-1011.494	68.758	47962_37301_water_0013
-946.864	72.791	47962_37301_water_0036
