total_score	interface_delta_X	description
-1175.742	-15.279	45683_37289_water_0047
-1177.318	-14.386	45683_37289_water_0039
-1176.758	-12.079	45683_37289_water_0050
-1167.990	-11.276	45683_37289_water_0017
-1176.815	-10.949	45683_37289_water_0032
-1169.194	-10.895	45683_37289_water_0041
-1175.946	-10.729	45683_37289_water_0027
-1175.187	-10.341	45683_37289_water_0008
-1173.579	-10.207	45683_37289_water_0033
-1170.069	-9.943	45683_37289_water_0092
-1171.542	-8.987	45683_37289_water_0009
-1172.565	-8.889	45683_37289_water_0100
-1168.249	-8.479	45683_37289_water_0036
-1171.227	-8.334	45683_37289_water_0097
-1174.957	-8.296	45683_37289_water_0005
-1171.548	-8.074	45683_37289_water_0066
-1167.465	-8.035	45683_37289_water_0044
-1167.467	-7.912	45683_37289_water_0093
-1175.211	-7.478	45683_37289_water_0028
-1173.994	-7.414	45683_37289_water_0077
-1163.363	-7.370	45683_37289_water_0094
-1173.083	-7.258	45683_37289_water_0062
-1155.084	-7.006	45683_37289_water_0042
-1171.003	-6.811	45683_37289_water_0029
-1172.354	-6.582	45683_37289_water_0001
-1171.523	-6.556	45683_37289_water_0025
-1155.673	-6.545	45683_37289_water_0084
-1164.308	-6.515	45683_37289_water_0070
-1168.445	-6.451	45683_37289_water_0099
-1160.649	-6.371	45683_37289_water_0071
-1152.676	-6.366	45683_37289_water_0010
-1171.427	-6.180	45683_37289_water_0048
-1165.029	-6.151	45683_37289_water_0088
-1172.973	-5.850	45683_37289_water_0011
-1166.729	-5.842	45683_37289_water_0046
-1175.179	-5.833	45683_37289_water_0089
-1174.710	-5.732	45683_37289_water_0090
-1167.915	-5.711	45683_37289_water_0038
-1172.719	-5.518	45683_37289_water_0064
-1172.967	-5.319	45683_37289_water_0021
-1166.999	-5.142	45683_37289_water_0051
-1169.087	-5.106	45683_37289_water_0003
-1160.880	-5.021	45683_37289_water_0045
-1150.414	-5.010	45683_37289_water_0065
-1164.367	-4.966	45683_37289_water_0061
-1168.744	-4.908	45683_37289_water_0030
-1173.330	-4.716	45683_37289_water_0096
-1162.219	-3.595	45683_37289_water_0063
-1171.967	-3.396	45683_37289_water_0023
-1167.380	-2.953	45683_37289_water_0013
-1166.515	-2.748	45683_37289_water_0037
-1162.881	-2.587	45683_37289_water_0087
-1169.112	-2.532	45683_37289_water_0018
-1170.430	-2.495	45683_37289_water_0031
-1149.929	-2.280	45683_37289_water_0040
-1166.027	-2.064	45683_37289_water_0056
-1156.186	-2.011	45683_37289_water_0057
-1164.715	-1.954	45683_37289_water_0019
-1161.985	-1.616	45683_37289_water_0024
-1148.270	-1.535	45683_37289_water_0073
-1163.396	-1.528	45683_37289_water_0095
-1140.160	-1.394	45683_37289_water_0016
-1153.067	-1.085	45683_37289_water_0091
-1144.203	-0.399	45683_37289_water_0086
-1169.891	-0.343	45683_37289_water_0054
-1142.715	-0.326	45683_37289_water_0004
-1148.615	-0.229	45683_37289_water_0083
-1153.884	-0.077	45683_37289_water_0022
-1150.266	0.404	45683_37289_water_0052
-1162.367	0.679	45683_37289_water_0068
-1158.247	0.807	45683_37289_water_0067
-1156.845	0.968	45683_37289_water_0082
-1148.799	1.045	45683_37289_water_0014
-1140.105	1.132	45683_37289_water_0049
-1163.091	1.570	45683_37289_water_0075
-1125.763	2.862	45683_37289_water_0060
-1149.368	2.945	45683_37289_water_0079
-1143.614	3.025	45683_37289_water_0080
-1141.887	4.259	45683_37289_water_0034
-1152.521	4.480	45683_37289_water_0043
-1146.542	4.750	45683_37289_water_0078
-1140.675	4.842	45683_37289_water_0026
-1140.248	5.063	45683_37289_water_0058
-1138.880	6.118	45683_37289_water_0012
-1150.828	7.769	45683_37289_water_0098
-1147.488	8.318	45683_37289_water_0002
-1136.369	8.329	45683_37289_water_0081
-1149.313	8.550	45683_37289_water_0076
-1128.667	9.126	45683_37289_water_0015
-1145.126	12.265	45683_37289_water_0074
-1146.172	12.415	45683_37289_water_0020
-1142.384	15.856	45683_37289_water_0006
-1108.184	17.613	45683_37289_water_0053
-1116.594	19.937	45683_37289_water_0035
-1113.925	20.806	45683_37289_water_0069
-1066.833	20.811	45683_37289_water_0059
-1111.735	20.968	45683_37289_water_0007
-1119.910	24.576	45683_37289_water_0055
-972.012	62.120	45683_37289_water_0072
-983.915	72.763	45683_37289_water_0085
