total_score	interface_delta_X	description
-1189.874	-14.907	47913_37128_water_0080
-1188.229	-13.401	47913_37128_water_0021
-1189.823	-12.490	47913_37128_water_0067
-1192.021	-12.305	47913_37128_water_0023
-1185.442	-11.912	47913_37128_water_0012
-1186.919	-11.545	47913_37128_water_0061
-1185.399	-10.962	47913_37128_water_0094
-1183.213	-10.811	47913_37128_water_0063
-1182.976	-10.715	47913_37128_water_0040
-1191.613	-10.685	47913_37128_water_0056
-1183.197	-9.937	47913_37128_water_0085
-1190.555	-9.921	47913_37128_water_0089
-1180.150	-9.873	47913_37128_water_0017
-1177.963	-9.681	47913_37128_water_0007
-1189.997	-9.566	47913_37128_water_0013
-1186.926	-9.426	47913_37128_water_0024
-1180.431	-9.273	47913_37128_water_0090
-1044.771	-9.129	47913_37128_water_0087
-1184.288	-8.451	47913_37128_water_0092
-1184.972	-8.348	47913_37128_water_0059
-1185.675	-8.345	47913_37128_water_0084
-1176.924	-8.341	47913_37128_water_0047
-1177.129	-8.233	47913_37128_water_0069
-1181.745	-8.215	47913_37128_water_0045
-1181.649	-8.077	47913_37128_water_0077
-1182.231	-8.007	47913_37128_water_0064
-1183.776	-7.924	47913_37128_water_0075
-1180.410	-7.904	47913_37128_water_0048
-1175.260	-7.557	47913_37128_water_0070
-1169.235	-7.361	47913_37128_water_0032
-1184.417	-7.358	47913_37128_water_0014
-1182.029	-7.356	47913_37128_water_0004
-1180.333	-7.343	47913_37128_water_0010
-1180.431	-6.917	47913_37128_water_0044
-1186.779	-6.663	47913_37128_water_0095
-1182.864	-6.638	47913_37128_water_0022
-1180.857	-6.529	47913_37128_water_0034
-1180.075	-6.516	47913_37128_water_0071
-1184.563	-6.509	47913_37128_water_0088
-1158.435	-6.444	47913_37128_water_0066
-1181.158	-6.422	47913_37128_water_0081
-1167.602	-6.409	47913_37128_water_0001
-1178.859	-6.178	47913_37128_water_0052
-1176.048	-5.782	47913_37128_water_0005
-1184.509	-5.722	47913_37128_water_0099
-1177.043	-5.697	47913_37128_water_0058
-1175.004	-5.589	47913_37128_water_0039
-1181.489	-5.215	47913_37128_water_0055
-1177.990	-4.974	47913_37128_water_0086
-1172.578	-4.907	47913_37128_water_0096
-1178.558	-4.232	47913_37128_water_0076
-1174.522	-3.700	47913_37128_water_0100
-1174.290	-3.527	47913_37128_water_0011
-1174.467	-3.329	47913_37128_water_0098
-1181.830	-2.437	47913_37128_water_0057
-1164.951	-1.873	47913_37128_water_0051
-1176.738	-1.835	47913_37128_water_0033
-1179.251	-1.721	47913_37128_water_0035
-1169.535	-1.550	47913_37128_water_0028
-1157.389	-1.537	47913_37128_water_0019
-1177.470	-1.525	47913_37128_water_0003
-1167.200	-1.207	47913_37128_water_0041
-1173.982	-0.564	47913_37128_water_0091
-1176.272	-0.487	47913_37128_water_0037
-1178.518	-0.483	47913_37128_water_0083
-1158.964	-0.312	47913_37128_water_0049
-1176.346	-0.310	47913_37128_water_0074
-1162.755	-0.309	47913_37128_water_0062
-1170.161	0.103	47913_37128_water_0097
-1179.034	0.536	47913_37128_water_0002
-1168.471	0.808	47913_37128_water_0082
-1171.281	1.332	47913_37128_water_0009
-1169.488	1.401	47913_37128_water_0038
-1173.373	1.533	47913_37128_water_0030
-1162.523	2.637	47913_37128_water_0073
-1162.989	4.022	47913_37128_water_0029
-1155.245	4.378	47913_37128_water_0054
-1147.573	5.945	47913_37128_water_0027
-1141.255	6.058	47913_37128_water_0050
-1155.661	6.308	47913_37128_water_0016
-1155.571	6.631	47913_37128_water_0043
-1125.545	6.997	47913_37128_water_0072
-1158.125	7.042	47913_37128_water_0042
-1120.771	7.803	47913_37128_water_0078
-1160.657	8.612	47913_37128_water_0018
-1153.247	9.085	47913_37128_water_0046
-1140.562	9.118	47913_37128_water_0020
-1152.548	10.790	47913_37128_water_0025
-1145.010	11.044	47913_37128_water_0008
-1159.329	11.652	47913_37128_water_0006
-1146.037	12.715	47913_37128_water_0026
-1134.222	13.428	47913_37128_water_0036
-1119.053	14.362	47913_37128_water_0031
-1141.484	15.201	47913_37128_water_0093
-1123.601	21.999	47913_37128_water_0015
-1123.682	23.469	47913_37128_water_0060
-1084.780	28.033	47913_37128_water_0065
-1078.921	31.902	47913_37128_water_0079
-1097.890	37.436	47913_37128_water_0053
-1000.783	65.357	47913_37128_water_0068
