total_score	interface_delta_X	description
-1173.376	-11.992	47911_37289_water_0027
-1173.977	-10.478	47911_37289_water_0006
-1168.634	-10.433	47911_37289_water_0035
-1171.921	-10.029	47911_37289_water_0029
-1167.355	-8.951	47911_37289_water_0007
-1174.850	-8.349	47911_37289_water_0015
-1167.966	-7.515	47911_37289_water_0001
-1154.622	-7.227	47911_37289_water_0036
-1163.069	-7.043	47911_37289_water_0025
-1178.347	-6.719	47911_37289_water_0034
-1164.429	-6.391	47911_37289_water_0003
-1173.041	-6.210	47911_37289_water_0016
-1165.955	-5.459	47911_37289_water_0012
-1171.447	-4.799	47911_37289_water_0033
-1162.709	-3.166	47911_37289_water_0026
-1149.261	-2.689	47911_37289_water_0020
-1164.383	-2.640	47911_37289_water_0010
-1153.782	-2.557	47911_37289_water_0023
-1146.814	-2.151	47911_37289_water_0031
-1159.328	-1.900	47911_37289_water_0032
-1155.632	-1.014	47911_37289_water_0018
-1153.039	-0.076	47911_37289_water_0017
-1154.589	0.469	47911_37289_water_0019
-1162.929	0.976	47911_37289_water_0004
-1152.034	3.033	47911_37289_water_0024
-1158.279	3.295	47911_37289_water_0011
-1141.170	4.581	47911_37289_water_0021
-1143.600	5.678	47911_37289_water_0009
-1138.800	7.685	47911_37289_water_0005
-1134.648	8.191	47911_37289_water_0002
-1133.884	10.751	47911_37289_water_0022
-1114.476	10.851	47911_37289_water_0013
-1128.354	11.106	47911_37289_water_0014
-1087.886	13.519	47911_37289_water_0028
-1001.095	55.346	47911_37289_water_0030
-959.840	67.988	47911_37289_water_0008
