total_score	interface_delta_X	description
-1179.003	-11.113	47912_37346_water_0062
-1175.702	-10.770	47912_37346_water_0021
-1175.901	-9.313	47912_37346_water_0019
-1173.965	-8.991	47912_37346_water_0044
-1177.266	-8.937	47912_37346_water_0002
-1178.927	-8.728	47912_37346_water_0009
-1179.328	-8.464	47912_37346_water_0007
-1178.982	-8.385	47912_37346_water_0068
-1177.721	-8.159	47912_37346_water_0041
-1170.774	-8.143	47912_37346_water_0046
-1170.967	-7.870	47912_37346_water_0036
-1176.493	-7.399	47912_37346_water_0060
-1175.586	-7.283	47912_37346_water_0081
-1178.937	-7.199	47912_37346_water_0083
-1180.393	-7.165	47912_37346_water_0049
-1174.436	-6.919	47912_37346_water_0043
-1170.428	-6.861	47912_37346_water_0023
-1175.343	-6.861	47912_37346_water_0042
-1177.209	-6.835	47912_37346_water_0070
-1179.901	-6.721	47912_37346_water_0022
-1172.996	-6.672	47912_37346_water_0030
-1161.251	-6.596	47912_37346_water_0034
-1136.195	-6.513	47912_37346_water_0054
-1177.018	-6.136	47912_37346_water_0073
-1173.628	-5.796	47912_37346_water_0037
-1174.309	-5.757	47912_37346_water_0052
-1169.892	-5.754	47912_37346_water_0035
-1175.671	-5.658	47912_37346_water_0056
-1176.481	-5.429	47912_37346_water_0032
-1163.755	-5.216	47912_37346_water_0066
-1171.692	-5.030	47912_37346_water_0072
-1168.139	-4.763	47912_37346_water_0029
-1167.518	-4.238	47912_37346_water_0039
-1157.311	-4.194	47912_37346_water_0077
-1167.272	-3.871	47912_37346_water_0014
-1175.920	-3.759	47912_37346_water_0031
-1172.783	-3.610	47912_37346_water_0048
-1165.336	-3.548	47912_37346_water_0045
-1164.375	-3.465	47912_37346_water_0005
-1175.455	-3.259	47912_37346_water_0057
-1170.425	-3.236	47912_37346_water_0064
-1146.369	-2.360	47912_37346_water_0047
-1157.117	-1.839	47912_37346_water_0004
-1172.571	-1.596	47912_37346_water_0050
-1169.208	-1.591	47912_37346_water_0053
-1154.268	-1.471	47912_37346_water_0010
-1160.094	-1.280	47912_37346_water_0065
-1148.339	-0.576	47912_37346_water_0001
-1170.937	-0.455	47912_37346_water_0080
-1154.876	-0.390	47912_37346_water_0024
-1167.976	-0.161	47912_37346_water_0067
-1150.677	-0.035	47912_37346_water_0082
-1145.969	0.915	47912_37346_water_0079
-1162.100	1.398	47912_37346_water_0069
-1162.683	1.459	47912_37346_water_0026
-1155.223	1.775	47912_37346_water_0028
-1163.000	1.885	47912_37346_water_0074
-1156.172	2.489	47912_37346_water_0008
-1153.115	2.614	47912_37346_water_0012
-1143.786	2.785	47912_37346_water_0078
-1156.886	3.265	47912_37346_water_0006
-1149.137	3.315	47912_37346_water_0076
-1147.807	3.578	47912_37346_water_0038
-1155.444	4.133	47912_37346_water_0040
-1158.607	5.022	47912_37346_water_0063
-1147.402	5.365	47912_37346_water_0011
-1135.450	6.675	47912_37346_water_0018
-1145.179	6.702	47912_37346_water_0015
-1139.856	6.891	47912_37346_water_0027
-1132.077	6.998	47912_37346_water_0071
-1154.958	8.657	47912_37346_water_0003
-1145.930	8.758	47912_37346_water_0033
-1132.122	9.987	47912_37346_water_0017
-1132.675	10.561	47912_37346_water_0020
-1141.674	11.113	47912_37346_water_0055
-1127.683	12.642	47912_37346_water_0013
-1129.694	14.177	47912_37346_water_0059
-1128.344	16.415	47912_37346_water_0016
-1130.230	18.063	47912_37346_water_0051
-1094.858	18.410	47912_37346_water_0025
-1139.570	18.627	47912_37346_water_0075
-1114.758	21.197	47912_37346_water_0061
-963.987	62.449	47912_37346_water_0058
