total_score	interface_delta_X	description
-1177.722	-13.025	45685_37346_water_0002
-1176.485	-10.621	45685_37346_water_0075
-1180.169	-9.877	45685_37346_water_0014
-1176.132	-9.532	45685_37346_water_0050
-1173.576	-9.493	45685_37346_water_0094
-1176.027	-9.241	45685_37346_water_0057
-1180.911	-9.024	45685_37346_water_0009
-1178.546	-8.594	45685_37346_water_0088
-1175.146	-8.236	45685_37346_water_0053
-1173.313	-8.224	45685_37346_water_0052
-1176.334	-8.192	45685_37346_water_0082
-1176.718	-8.031	45685_37346_water_0028
-1176.576	-7.960	45685_37346_water_0048
-1185.396	-7.428	45685_37346_water_0020
-1175.001	-7.426	45685_37346_water_0034
-1042.827	-7.417	45685_37346_water_0069
-1175.266	-7.269	45685_37346_water_0035
-1179.748	-7.264	45685_37346_water_0026
-1176.180	-7.033	45685_37346_water_0013
-1181.036	-7.021	45685_37346_water_0005
-1166.287	-7.008	45685_37346_water_0054
-1173.130	-6.991	45685_37346_water_0036
-1179.160	-6.977	45685_37346_water_0073
-1171.482	-6.922	45685_37346_water_0089
-1171.916	-6.678	45685_37346_water_0033
-1170.909	-6.624	45685_37346_water_0064
-1170.927	-6.601	45685_37346_water_0024
-1172.992	-6.596	45685_37346_water_0012
-1164.768	-6.319	45685_37346_water_0077
-1176.699	-5.777	45685_37346_water_0085
-1170.971	-5.757	45685_37346_water_0062
-1176.095	-5.731	45685_37346_water_0068
-1171.521	-5.716	45685_37346_water_0097
-1165.939	-5.667	45685_37346_water_0081
-1172.413	-5.551	45685_37346_water_0043
-1169.602	-5.177	45685_37346_water_0004
-1169.407	-5.067	45685_37346_water_0031
-1177.253	-4.944	45685_37346_water_0084
-1168.952	-4.790	45685_37346_water_0087
-1162.087	-4.778	45685_37346_water_0100
-1163.666	-4.712	45685_37346_water_0040
-1178.595	-4.671	45685_37346_water_0042
-1170.581	-4.547	45685_37346_water_0039
-1172.886	-4.489	45685_37346_water_0006
-1169.357	-4.463	45685_37346_water_0079
-1181.973	-4.291	45685_37346_water_0021
-1164.462	-3.839	45685_37346_water_0071
-1174.547	-3.506	45685_37346_water_0070
-1168.447	-3.475	45685_37346_water_0046
-1173.075	-3.395	45685_37346_water_0059
-1170.485	-3.392	45685_37346_water_0061
-1166.795	-3.290	45685_37346_water_0045
-1170.750	-2.935	45685_37346_water_0038
-1162.019	-2.568	45685_37346_water_0010
-1164.465	-2.428	45685_37346_water_0096
-1166.118	-2.281	45685_37346_water_0065
-1167.183	-2.184	45685_37346_water_0016
-1166.378	-1.691	45685_37346_water_0060
-1154.591	-1.670	45685_37346_water_0076
-1167.187	-1.553	45685_37346_water_0015
-1162.150	-1.421	45685_37346_water_0023
-1168.195	-1.129	45685_37346_water_0086
-1175.223	-0.887	45685_37346_water_0098
-1166.340	-0.845	45685_37346_water_0007
-1162.848	-0.751	45685_37346_water_0066
-1155.672	-0.698	45685_37346_water_0078
-1169.246	-0.395	45685_37346_water_0055
-1167.822	-0.196	45685_37346_water_0032
-1167.639	0.065	45685_37346_water_0049
-1155.146	0.073	45685_37346_water_0083
-1130.054	0.616	45685_37346_water_0029
-1159.291	0.780	45685_37346_water_0041
-1161.994	0.791	45685_37346_water_0051
-1158.722	0.806	45685_37346_water_0001
-1165.707	1.106	45685_37346_water_0095
-1150.157	1.199	45685_37346_water_0003
-1153.723	1.209	45685_37346_water_0011
-1162.400	1.390	45685_37346_water_0018
-1154.092	2.139	45685_37346_water_0056
-1160.605	2.197	45685_37346_water_0027
-1145.881	2.877	45685_37346_water_0022
-1150.153	2.983	45685_37346_water_0044
-1139.359	3.567	45685_37346_water_0063
-1135.971	4.785	45685_37346_water_0067
-1140.897	4.939	45685_37346_water_0099
-1163.556	5.608	45685_37346_water_0072
-1145.265	6.135	45685_37346_water_0017
-1149.747	7.113	45685_37346_water_0019
-1132.508	8.003	45685_37346_water_0091
-1143.681	9.187	45685_37346_water_0080
-1125.631	9.802	45685_37346_water_0047
-1119.297	10.285	45685_37346_water_0058
-1121.675	12.110	45685_37346_water_0025
-1133.747	13.348	45685_37346_water_0037
-1113.610	15.190	45685_37346_water_0090
-1067.129	26.579	45685_37346_water_0030
-1094.579	26.741	45685_37346_water_0008
-1045.581	33.896	45685_37346_water_0092
-1067.674	43.376	45685_37346_water_0074
-1011.076	58.414	45685_37346_water_0093
