total_score	interface_delta_X	description
-1174.349	-12.533	45689_37289_water_0001
-1179.121	-12.448	45689_37289_water_0040
-1176.448	-12.429	45689_37289_water_0032
-1175.544	-11.241	45689_37289_water_0062
-1172.773	-10.778	45689_37289_water_0005
-1175.959	-10.311	45689_37289_water_0054
-1180.057	-10.059	45689_37289_water_0033
-1173.150	-9.631	45689_37289_water_0002
-1172.928	-9.502	45689_37289_water_0006
-1170.379	-9.321	45689_37289_water_0003
-1173.704	-8.921	45689_37289_water_0008
-1175.313	-8.764	45689_37289_water_0035
-1168.652	-8.760	45689_37289_water_0055
-1181.862	-7.692	45689_37289_water_0036
-1156.889	-7.644	45689_37289_water_0023
-1170.920	-7.501	45689_37289_water_0015
-1174.174	-7.113	45689_37289_water_0038
-1168.269	-7.100	45689_37289_water_0025
-1171.071	-7.033	45689_37289_water_0027
-1171.628	-6.712	45689_37289_water_0024
-1172.357	-6.661	45689_37289_water_0028
-1161.964	-6.449	45689_37289_water_0037
-1172.151	-6.369	45689_37289_water_0022
-1168.843	-6.090	45689_37289_water_0041
-1169.591	-5.802	45689_37289_water_0009
-1170.617	-4.422	45689_37289_water_0044
-1165.830	-4.228	45689_37289_water_0013
-1166.390	-4.194	45689_37289_water_0026
-1156.096	-3.263	45689_37289_water_0061
-1167.441	-3.018	45689_37289_water_0057
-1169.988	-2.962	45689_37289_water_0011
-1154.537	-2.804	45689_37289_water_0064
-1154.064	-2.688	45689_37289_water_0046
-1161.568	-2.687	45689_37289_water_0063
-1157.288	-2.263	45689_37289_water_0020
-1159.801	-2.052	45689_37289_water_0021
-1165.166	-1.976	45689_37289_water_0049
-1161.755	-1.665	45689_37289_water_0056
-1145.869	-1.638	45689_37289_water_0007
-1161.390	-1.439	45689_37289_water_0060
-1166.987	-1.390	45689_37289_water_0058
-1161.920	-1.275	45689_37289_water_0039
-1145.471	0.598	45689_37289_water_0010
-1161.813	1.085	45689_37289_water_0052
-1159.625	1.976	45689_37289_water_0053
-1140.516	2.308	45689_37289_water_0014
-1168.931	2.371	45689_37289_water_0051
-1145.519	3.277	45689_37289_water_0034
-1148.777	3.538	45689_37289_water_0048
-1155.530	4.309	45689_37289_water_0017
-1134.224	5.283	45689_37289_water_0050
-1143.646	5.968	45689_37289_water_0030
-1135.459	6.466	45689_37289_water_0016
-1142.601	6.785	45689_37289_water_0042
-1135.538	7.700	45689_37289_water_0012
-1112.226	8.110	45689_37289_water_0045
-1135.279	9.026	45689_37289_water_0031
-1126.348	11.967	45689_37289_water_0004
-1093.032	23.422	45689_37289_water_0047
-1067.800	25.670	45689_37289_water_0019
-1074.650	26.880	45689_37289_water_0043
-1084.063	28.620	45689_37289_water_0059
-1058.575	29.662	45689_37289_water_0029
-1044.118	52.435	45689_37289_water_0018
