total_score	interface_delta_X	description
-1171.371	-9.221	45676_37346_water_0001
-1174.879	-7.566	45676_37346_water_0016
-1172.431	-6.324	45676_37346_water_0018
-1170.991	-5.546	45676_37346_water_0011
-1178.656	-5.337	45676_37346_water_0003
-1156.844	-4.763	45676_37346_water_0006
-1175.548	-4.752	45676_37346_water_0010
-1178.987	-4.178	45676_37346_water_0019
-1162.107	-4.064	45676_37346_water_0005
-1172.511	-3.896	45676_37346_water_0024
-1171.985	-3.596	45676_37346_water_0007
-1167.666	-2.764	45676_37346_water_0025
-1170.518	-2.729	45676_37346_water_0008
-1165.260	-2.209	45676_37346_water_0013
-1149.252	-1.765	45676_37346_water_0002
-1164.635	-0.865	45676_37346_water_0017
-1167.911	0.080	45676_37346_water_0020
-1148.302	2.468	45676_37346_water_0004
-1139.605	3.628	45676_37346_water_0021
-1153.881	4.329	45676_37346_water_0009
-1147.782	5.107	45676_37346_water_0015
-1135.347	7.156	45676_37346_water_0014
-1136.695	8.960	45676_37346_water_0012
-1112.647	9.486	45676_37346_water_0023
-1010.910	49.124	45676_37346_water_0022
