total_score	interface_delta_X	description
-1172.167	-11.578	45688_37289_water_0027
-1171.328	-9.877	45688_37289_water_0001
-1155.337	-9.374	45688_37289_water_0024
-1174.020	-9.212	45688_37289_water_0034
-1172.405	-8.686	45688_37289_water_0026
-1177.221	-8.633	45688_37289_water_0023
-1173.658	-8.288	45688_37289_water_0030
-1169.465	-7.723	45688_37289_water_0007
-1159.567	-7.038	45688_37289_water_0011
-1168.803	-6.768	45688_37289_water_0021
-1170.195	-6.454	45688_37289_water_0004
-1167.860	-6.318	45688_37289_water_0032
-1165.110	-5.816	45688_37289_water_0013
-1170.479	-4.346	45688_37289_water_0031
-1170.496	-3.579	45688_37289_water_0018
-1147.187	-3.234	45688_37289_water_0035
-1154.453	-2.888	45688_37289_water_0006
-1157.478	-2.258	45688_37289_water_0017
-1156.141	-1.188	45688_37289_water_0022
-1165.080	-1.032	45688_37289_water_0012
-1161.378	-0.709	45688_37289_water_0016
-1161.502	-0.196	45688_37289_water_0010
-1149.551	1.869	45688_37289_water_0003
-1135.752	2.186	45688_37289_water_0019
-1144.318	2.878	45688_37289_water_0014
-1152.621	3.250	45688_37289_water_0005
-1140.676	3.574	45688_37289_water_0008
-1143.328	3.878	45688_37289_water_0028
-1132.610	4.250	45688_37289_water_0029
-1147.143	6.509	45688_37289_water_0002
-1128.585	8.381	45688_37289_water_0009
-1127.842	11.105	45688_37289_water_0020
-1137.178	11.867	45688_37289_water_0033
-1087.383	16.875	45688_37289_water_0015
-985.204	46.138	45688_37289_water_0025
