total_score	interface_delta_X	description
-1174.137	-12.926	45683_37301_water_0005
-1176.003	-12.101	45683_37301_water_0064
-1170.880	-11.919	45683_37301_water_0052
-1174.392	-10.934	45683_37301_water_0037
-1174.265	-10.476	45683_37301_water_0057
-1172.304	-10.190	45683_37301_water_0012
-1176.917	-9.749	45683_37301_water_0034
-1165.005	-9.414	45683_37301_water_0022
-1171.167	-9.277	45683_37301_water_0076
-1171.616	-8.874	45683_37301_water_0071
-1171.998	-8.714	45683_37301_water_0011
-1172.194	-8.711	45683_37301_water_0069
-1175.121	-8.239	45683_37301_water_0081
-1171.479	-8.236	45683_37301_water_0080
-1173.790	-8.123	45683_37301_water_0061
-1172.871	-8.081	45683_37301_water_0007
-1171.657	-7.678	45683_37301_water_0027
-1170.716	-7.595	45683_37301_water_0074
-1170.591	-7.591	45683_37301_water_0070
-1174.045	-7.332	45683_37301_water_0072
-1166.589	-7.106	45683_37301_water_0046
-1172.631	-7.080	45683_37301_water_0077
-1173.342	-6.936	45683_37301_water_0023
-1174.267	-6.783	45683_37301_water_0019
-1165.895	-6.776	45683_37301_water_0020
-1178.237	-6.696	45683_37301_water_0028
-1173.579	-6.611	45683_37301_water_0017
-1172.026	-6.380	45683_37301_water_0055
-1142.344	-6.199	45683_37301_water_0006
-1167.242	-6.193	45683_37301_water_0062
-1173.518	-5.974	45683_37301_water_0026
-1174.852	-5.963	45683_37301_water_0066
-1164.836	-5.678	45683_37301_water_0054
-1169.868	-5.503	45683_37301_water_0043
-1169.098	-5.343	45683_37301_water_0030
-1165.674	-5.300	45683_37301_water_0015
-1166.516	-5.182	45683_37301_water_0025
-1161.343	-4.980	45683_37301_water_0013
-1162.795	-4.768	45683_37301_water_0032
-1172.412	-4.756	45683_37301_water_0038
-1165.616	-4.686	45683_37301_water_0067
-1149.697	-4.083	45683_37301_water_0051
-1164.060	-3.778	45683_37301_water_0039
-1165.204	-2.942	45683_37301_water_0033
-1165.821	-2.586	45683_37301_water_0068
-1161.382	-2.538	45683_37301_water_0008
-1156.519	-1.919	45683_37301_water_0003
-1158.404	-1.820	45683_37301_water_0014
-1165.200	-1.218	45683_37301_water_0031
-1165.072	-1.057	45683_37301_water_0016
-1162.974	-0.903	45683_37301_water_0056
-1153.713	-0.876	45683_37301_water_0058
-1160.876	-0.704	45683_37301_water_0047
-1154.572	-0.548	45683_37301_water_0048
-1151.875	0.005	45683_37301_water_0044
-1159.391	1.132	45683_37301_water_0010
-1155.069	1.209	45683_37301_water_0050
-1161.876	1.270	45683_37301_water_0009
-1153.992	1.284	45683_37301_water_0059
-1158.359	1.630	45683_37301_water_0073
-1147.564	1.685	45683_37301_water_0042
-1152.841	3.131	45683_37301_water_0029
-1143.424	3.146	45683_37301_water_0021
-1143.366	3.165	45683_37301_water_0079
-1143.707	3.271	45683_37301_water_0001
-1143.014	4.329	45683_37301_water_0036
-1142.977	4.940	45683_37301_water_0004
-1137.456	5.643	45683_37301_water_0040
-1114.903	8.308	45683_37301_water_0075
-1128.185	8.551	45683_37301_water_0018
-1137.140	8.820	45683_37301_water_0024
-1133.495	11.030	45683_37301_water_0002
-1111.400	11.161	45683_37301_water_0060
-1116.662	12.329	45683_37301_water_0045
-1145.851	12.348	45683_37301_water_0065
-1091.256	15.060	45683_37301_water_0053
-1120.058	19.477	45683_37301_water_0063
-1134.420	22.889	45683_37301_water_0049
-1104.429	23.755	45683_37301_water_0035
-1099.948	34.046	45683_37301_water_0078
-968.285	67.769	45683_37301_water_0041
