total_score	interface_delta_X	description
-1185.207	-12.459	47885_37301_water_0050
-1174.473	-12.119	47885_37301_water_0075
-1181.870	-11.875	47885_37301_water_0048
-1177.841	-11.460	47885_37301_water_0095
-1173.952	-10.701	47885_37301_water_0088
-1177.396	-10.292	47885_37301_water_0070
-1178.474	-10.011	47885_37301_water_0017
-1172.982	-9.971	47885_37301_water_0060
-1166.915	-9.725	47885_37301_water_0096
-1178.335	-9.678	47885_37301_water_0092
-1174.357	-9.637	47885_37301_water_0071
-1178.663	-9.433	47885_37301_water_0006
-1173.389	-9.327	47885_37301_water_0055
-1169.835	-9.217	47885_37301_water_0067
-1173.819	-9.182	47885_37301_water_0029
-1171.763	-9.092	47885_37301_water_0068
-1175.055	-9.078	47885_37301_water_0018
-1173.014	-8.868	47885_37301_water_0034
-1174.046	-8.738	47885_37301_water_0038
-1172.231	-8.501	47885_37301_water_0066
-1168.789	-8.185	47885_37301_water_0005
-1174.397	-7.829	47885_37301_water_0093
-1167.734	-7.812	47885_37301_water_0027
-1172.232	-7.686	47885_37301_water_0081
-1171.665	-7.596	47885_37301_water_0045
-1176.891	-7.380	47885_37301_water_0047
-1172.235	-7.080	47885_37301_water_0049
-1172.611	-7.054	47885_37301_water_0032
-1177.392	-6.894	47885_37301_water_0069
-1169.360	-6.793	47885_37301_water_0091
-1169.830	-6.584	47885_37301_water_0077
-1173.089	-6.568	47885_37301_water_0031
-1169.269	-6.535	47885_37301_water_0035
-1167.419	-6.533	47885_37301_water_0003
-1167.546	-6.361	47885_37301_water_0098
-1169.846	-6.315	47885_37301_water_0015
-1175.771	-6.290	47885_37301_water_0011
-1171.728	-6.254	47885_37301_water_0094
-1172.607	-5.664	47885_37301_water_0084
-1169.585	-5.437	47885_37301_water_0053
-1170.827	-5.295	47885_37301_water_0052
-1166.068	-5.067	47885_37301_water_0074
-1161.469	-4.719	47885_37301_water_0043
-1169.378	-4.582	47885_37301_water_0037
-1164.996	-4.478	47885_37301_water_0008
-1158.741	-4.388	47885_37301_water_0014
-1164.823	-4.086	47885_37301_water_0007
-1168.203	-4.064	47885_37301_water_0100
-1169.098	-3.992	47885_37301_water_0023
-1173.451	-3.972	47885_37301_water_0021
-1153.743	-3.846	47885_37301_water_0063
-1167.745	-3.538	47885_37301_water_0009
-1167.235	-3.384	47885_37301_water_0097
-1161.084	-3.117	47885_37301_water_0086
-1167.791	-2.863	47885_37301_water_0046
-1163.478	-2.377	47885_37301_water_0041
-1158.970	-2.352	47885_37301_water_0076
-1150.684	-2.345	47885_37301_water_0062
-1155.227	-2.303	47885_37301_water_0061
-1153.646	-2.151	47885_37301_water_0057
-1155.070	-1.933	47885_37301_water_0036
-1161.997	-1.764	47885_37301_water_0058
-1140.376	-1.316	47885_37301_water_0054
-1160.076	-1.267	47885_37301_water_0099
-1167.363	-1.140	47885_37301_water_0019
-1153.515	-1.125	47885_37301_water_0044
-1152.594	-0.854	47885_37301_water_0064
-1159.337	-0.550	47885_37301_water_0040
-1156.863	-0.464	47885_37301_water_0065
-1165.806	-0.247	47885_37301_water_0085
-1153.533	-0.238	47885_37301_water_0025
-1157.942	0.176	47885_37301_water_0010
-1169.501	0.238	47885_37301_water_0089
-1155.786	0.345	47885_37301_water_0073
-1161.812	0.480	47885_37301_water_0002
-1160.063	1.289	47885_37301_water_0051
-1147.882	1.404	47885_37301_water_0082
-1160.546	1.477	47885_37301_water_0039
-1156.582	1.614	47885_37301_water_0042
-1155.727	1.695	47885_37301_water_0072
-1156.771	2.179	47885_37301_water_0022
-1150.579	2.495	47885_37301_water_0030
-1161.673	4.235	47885_37301_water_0012
-1154.094	4.236	47885_37301_water_0026
-1135.627	5.159	47885_37301_water_0013
-1131.924	5.210	47885_37301_water_0033
-1156.237	6.074	47885_37301_water_0087
-1156.123	6.264	47885_37301_water_0020
-1143.102	7.067	47885_37301_water_0059
-1150.608	7.882	47885_37301_water_0083
-1132.801	9.654	47885_37301_water_0016
-1155.595	9.691	47885_37301_water_0004
-1109.185	10.373	47885_37301_water_0078
-1130.820	11.177	47885_37301_water_0001
-1117.268	11.605	47885_37301_water_0080
-1132.965	13.426	47885_37301_water_0079
-1138.334	15.431	47885_37301_water_0056
-1093.155	19.983	47885_37301_water_0090
-1118.675	21.605	47885_37301_water_0024
-1065.296	51.559	47885_37301_water_0028
