total_score	interface_delta_X	description
-1177.226	-12.303	45683_37346_water_0089
-1184.459	-11.677	45683_37346_water_0007
-1177.426	-10.081	45683_37346_water_0050
-1177.408	-9.912	45683_37346_water_0092
-1107.602	-9.498	45683_37346_water_0035
-1180.939	-9.382	45683_37346_water_0070
-1173.495	-8.920	45683_37346_water_0024
-1175.707	-8.610	45683_37346_water_0032
-1176.448	-8.494	45683_37346_water_0075
-1181.843	-8.454	45683_37346_water_0011
-1180.033	-8.340	45683_37346_water_0017
-1170.183	-8.257	45683_37346_water_0034
-1174.128	-8.170	45683_37346_water_0058
-1176.943	-8.145	45683_37346_water_0005
-1177.447	-8.039	45683_37346_water_0078
-1176.730	-7.807	45683_37346_water_0069
-1174.834	-7.664	45683_37346_water_0067
-1175.535	-7.632	45683_37346_water_0077
-1164.424	-7.552	45683_37346_water_0064
-1177.721	-7.398	45683_37346_water_0012
-1175.991	-7.156	45683_37346_water_0013
-1175.813	-7.100	45683_37346_water_0095
-1175.416	-7.080	45683_37346_water_0036
-1173.138	-7.021	45683_37346_water_0031
-1172.036	-7.013	45683_37346_water_0094
-1179.199	-6.929	45683_37346_water_0090
-1177.807	-6.928	45683_37346_water_0025
-1177.170	-6.913	45683_37346_water_0049
-1169.863	-6.678	45683_37346_water_0082
-1168.407	-6.462	45683_37346_water_0001
-1177.555	-6.368	45683_37346_water_0044
-1165.175	-6.333	45683_37346_water_0062
-1174.497	-6.325	45683_37346_water_0002
-1173.762	-6.281	45683_37346_water_0010
-1170.565	-6.211	45683_37346_water_0099
-1178.728	-6.055	45683_37346_water_0016
-1173.096	-5.920	45683_37346_water_0038
-1175.913	-5.733	45683_37346_water_0015
-1175.490	-5.549	45683_37346_water_0086
-1165.766	-5.413	45683_37346_water_0055
-1175.890	-5.392	45683_37346_water_0083
-1174.312	-5.368	45683_37346_water_0009
-1171.250	-5.365	45683_37346_water_0043
-1178.202	-5.358	45683_37346_water_0100
-1174.094	-5.311	45683_37346_water_0021
-1179.011	-5.223	45683_37346_water_0085
-1170.953	-5.208	45683_37346_water_0022
-1170.328	-5.108	45683_37346_water_0046
-1169.113	-4.949	45683_37346_water_0047
-1169.822	-4.513	45683_37346_water_0008
-1167.387	-4.482	45683_37346_water_0029
-1174.015	-4.298	45683_37346_water_0052
-1173.221	-4.263	45683_37346_water_0065
-1172.401	-4.221	45683_37346_water_0063
-1170.935	-4.163	45683_37346_water_0096
-1174.454	-4.083	45683_37346_water_0091
-1170.692	-3.312	45683_37346_water_0018
-1168.730	-3.269	45683_37346_water_0084
-1171.497	-3.260	45683_37346_water_0026
-1156.850	-3.170	45683_37346_water_0097
-1167.323	-2.715	45683_37346_water_0081
-1178.915	-2.625	45683_37346_water_0040
-1168.267	-2.590	45683_37346_water_0061
-1169.004	-2.344	45683_37346_water_0093
-1162.149	-1.683	45683_37346_water_0020
-1156.339	-1.393	45683_37346_water_0019
-1163.845	-1.360	45683_37346_water_0051
-1153.181	-1.132	45683_37346_water_0053
-1168.683	-0.866	45683_37346_water_0059
-1145.879	-0.050	45683_37346_water_0054
-1149.144	0.332	45683_37346_water_0068
-1166.727	0.595	45683_37346_water_0042
-1156.610	0.696	45683_37346_water_0014
-1166.107	0.940	45683_37346_water_0003
-1162.500	1.219	45683_37346_water_0039
-1163.601	1.344	45683_37346_water_0006
-1164.603	1.418	45683_37346_water_0028
-1147.144	1.869	45683_37346_water_0088
-1157.403	1.927	45683_37346_water_0037
-1162.498	3.011	45683_37346_water_0023
-1142.280	3.249	45683_37346_water_0074
-1133.724	3.334	45683_37346_water_0057
-1159.341	3.464	45683_37346_water_0080
-1149.268	4.262	45683_37346_water_0066
-1151.626	4.452	45683_37346_water_0087
-1150.489	4.681	45683_37346_water_0073
-1141.949	5.694	45683_37346_water_0004
-1151.976	7.018	45683_37346_water_0041
-1126.002	9.968	45683_37346_water_0030
-1146.646	10.533	45683_37346_water_0098
-1136.037	11.220	45683_37346_water_0076
-1148.723	12.827	45683_37346_water_0056
-1113.531	15.036	45683_37346_water_0048
-1104.285	15.640	45683_37346_water_0033
-1133.161	16.426	45683_37346_water_0060
-1107.578	21.368	45683_37346_water_0072
-1114.682	21.554	45683_37346_water_0071
-1066.642	22.400	45683_37346_water_0045
-1057.937	32.158	45683_37346_water_0027
-1067.347	36.861	45683_37346_water_0079
